english,bsk_nastaliq,transliteration,urdu,pos,category,source,notes
"One ticket to, please.",ہان تیککےت تان بارومار,han ticket tan barumar?,,phrase,bus and train,Wikitravel Burushaski phrasebook,Nastaliq is heuristic from roman phrasebook text; review before production; description: blank placeholder removed
Where does this train/bus go?,گوسایتراین امولار نےچے ب,gusaytrain amular neche b?,,phrase,bus and train,Wikitravel Burushaski phrasebook,Nastaliq is heuristic from roman phrasebook text; review before production
Where is the train/bus to?,تراین/بوس امولوم نےچے بے,train/bus amulum neche be?,,phrase,bus and train,Wikitravel Burushaski phrasebook,Nastaliq is heuristic from roman phrasebook text; review before production; description: blank placeholder removed
Does this train/bus stop in?,گوسای تراین/بوس چایتمای بے یا,gusay train/bus chaitmai be ya?,,phrase,bus and train,Wikitravel Burushaski phrasebook,Nastaliq is heuristic from roman phrasebook text; review before production; description: blank placeholder removed
When does the train/bus for leave?,گوسای تراین/بوس بےشالار جاس مای بے,gusay train/bus beshalar jas mai be?,,phrase,bus and train,Wikitravel Burushaski phrasebook,Nastaliq is heuristic from roman phrasebook text; review before production; description: blank placeholder removed
When will this train/bus arrive in?,گوسایتراین/بوس بےشالار خوچے,gusaytrain/bus beshalar xuche?,,phrase,bus and train,Wikitravel Burushaski phrasebook,Nastaliq is heuristic from roman phrasebook text; review before production; description: blank placeholder removed
How do I get to?,جے ارر بےلاتای نیچام,je arr belatay nicham,,phrase,directions,Wikitravel Burushaski phrasebook,Nastaliq is heuristic from roman phrasebook text; review before production; description: blank placeholder removed
...downtown?,مارکےت,market,,phrase,directions,Wikitravel Burushaski phrasebook,Nastaliq is heuristic from roman phrasebook text; review before production
Where are there a lot of...,بوتان ینگ امولو مےیمی,Butan ing amulo meimi?,,phrase,directions,Wikitravel Burushaski phrasebook,Nastaliq is heuristic from roman phrasebook text; review before production; source note: e.g. hotel
...bars?,مےل میناس دیش,mel minas dish,,phrase,directions,Wikitravel Burushaski phrasebook,Nastaliq is heuristic from roman phrasebook text; review before production
...sites to see?,بارےناس دیشمینگ,barenas dishming,,phrase,directions,Wikitravel Burushaski phrasebook,Nastaliq is heuristic from roman phrasebook text; review before production
Can you show me on the map?,جے ناقشا لو گوتای التیریش گومایما,Je naqsha lo gutay aaltirish gomayma?,,phrase,directions,Wikitravel Burushaski phrasebook,Nastaliq is heuristic from roman phrasebook text; review before production
street,شوون,shuoon,,noun,directions,Wikitravel Burushaski phrasebook,Nastaliq is heuristic from roman phrasebook text; review before production
Turn left.,گایپا فار,gaipa far,,phrase,directions,Wikitravel Burushaski phrasebook,Nastaliq is heuristic from roman phrasebook text; review before production
Turn right.,دوپا فارقق,dopa farqq,,phrase,directions,Wikitravel Burushaski phrasebook,Nastaliq is heuristic from roman phrasebook text; review before production
left,غای,ghai,بائیں,adverb/preposition,directions,Wikitravel Burushaski phrasebook,Nastaliq is heuristic from roman phrasebook text; review before production
right,دوپا,dopa,دائیں,adverb/preposition,directions,Wikitravel Burushaski phrasebook,Nastaliq is heuristic from roman phrasebook text; review before production
straight ahead,یےرنی گون,yerny gon,,phrase,directions,Wikitravel Burushaski phrasebook,Nastaliq is heuristic from roman phrasebook text; review before production
towards the,یاکالنای,yakalnay,,phrase,directions,Wikitravel Burushaski phrasebook,Nastaliq is heuristic from roman phrasebook text; review before production; description: blank placeholder removed
past the,چوم کے یار,chum ke yar,,phrase,directions,Wikitravel Burushaski phrasebook,Nastaliq is heuristic from roman phrasebook text; review before production; description: blank placeholder removed
before the,چوم زچور,chum zchur,,phrase,directions,Wikitravel Burushaski phrasebook,Nastaliq is heuristic from roman phrasebook text; review before production; description: blank placeholder removed
Watch for the.,گوسایرل بارےن شوا,gusairl baren shua,,phrase,directions,Wikitravel Burushaski phrasebook,Nastaliq is heuristic from roman phrasebook text; review before production; description: blank placeholder removed
uphill,یاتای,yatay,,noun,directions,Wikitravel Burushaski phrasebook,Nastaliq is heuristic from roman phrasebook text; review before production
downhill,یارای,yaaray,,noun,directions,Wikitravel Burushaski phrasebook,Nastaliq is heuristic from roman phrasebook text; review before production
"Take me to, please.",ارر اچو,arr acho,,phrase,taxi,Wikitravel Burushaski phrasebook,Nastaliq is heuristic from roman phrasebook text; review before production; description: blank placeholder removed
How much does it cost to get to?,ارر نیچار بےرومان یایما,arr nichar beruman yayma,,phrase,taxi,Wikitravel Burushaski phrasebook,Nastaliq is heuristic from roman phrasebook text; review before production; description: blank placeholder removed
"Take me there, please.",شوا ےلار اچو,shua elar acho,,phrase,taxi,Wikitravel Burushaski phrasebook,Nastaliq is heuristic from roman phrasebook text; review before production
Do you have any rooms available?,ماپاچی کامرامیچینگ بیتسانگا,mapachi kamramiching bitsanga?,,phrase,lodging,Wikitravel Burushaski phrasebook,Nastaliq is heuristic from roman phrasebook text; review before production
How much is a room for one person/two people?,ہین/التان سیسار کامرا بےرومار بیلا,hin/altan sisar kamra berumar bila?,,phrase,lodging,Wikitravel Burushaski phrasebook,Nastaliq is heuristic from roman phrasebook text; review before production
May I see the room first?,یارنای کامرا بارےنیش امایابا,yarnay kamra barenish amayaba?,,phrase,lodging,Wikitravel Burushaski phrasebook,Nastaliq is heuristic from roman phrasebook text; review before production
"OK, I'll take it.",جا گوتای گایابا,ja gutay gayaba,,phrase,lodging,Wikitravel Burushaski phrasebook,Nastaliq is heuristic from roman phrasebook text; review before production
I will stay for night.,جے گچوچین گانای ہوروشام,je gchuchin ganay hurusham,,phrase,lodging,Wikitravel Burushaski phrasebook,Nastaliq is heuristic from roman phrasebook text; review before production; description: blank placeholder removed
Can you suggest another hotel?,تہوم ہوتےل ان بیلا خولای,thum hotel an bila kholay?,,phrase,lodging,Wikitravel Burushaski phrasebook,Nastaliq is heuristic from roman phrasebook text; review before production
Is breakfast/supper included?,ناشتا کے شاپیک کا بییا,nashta ke shapik ka biya?,,phrase,lodging,Wikitravel Burushaski phrasebook,Nastaliq is heuristic from roman phrasebook text; review before production
Please clean my room.,جا کامرا ساف ےتی,ja kamra saaf eti,,phrase,lodging,Wikitravel Burushaski phrasebook,Nastaliq is heuristic from roman phrasebook text; review before production
Can you wake me at?,جے غاروم دایچوما,je gharum daichuma?,,phrase,lodging,Wikitravel Burushaski phrasebook,Nastaliq is heuristic from roman phrasebook text; review before production; description: blank placeholder removed
I want to check out.,جا کامرا پہاتہ ےچابا,ja kamra phath echaba,,phrase,lodging,Wikitravel Burushaski phrasebook,Nastaliq is heuristic from roman phrasebook text; review before production
"A table for one person/two people, please.",تابلے ن اواجے ہین یا التان ر سیس ر,table n awaje hin ya altan r sis r,,phrase,eating,Wikitravel Burushaski phrasebook,Nastaliq is heuristic from roman phrasebook text; review before production
"Can I look at the menu, please?",مےنو ابارایمانا,Menu abaraimana,,phrase,eating,Wikitravel Burushaski phrasebook,Nastaliq is heuristic from roman phrasebook text; review before production
Can I look in the kitchen?,کیتےچےن بارناس امایابا نے,kitechen barnas amayaba ne??,,phrase,eating,Wikitravel Burushaski phrasebook,Nastaliq is heuristic from roman phrasebook text; review before production
Is there a house specialty?,ہالای بسن شوان اتان,Halay bsn shuan atan?,,phrase,eating,Wikitravel Burushaski phrasebook,Nastaliq is heuristic from roman phrasebook text; review before production
Is there a local specialty?,خولای بسن بوت شوا ب,kholay bsn but shua b,,phrase,eating,Wikitravel Burushaski phrasebook,Nastaliq is heuristic from roman phrasebook text; review before production
I'm a vegetarian.,جےہ وےگےتاریان,Jeh Vegetarian,,phrase,eating,Wikitravel Burushaski phrasebook,Nastaliq is heuristic from roman phrasebook text; review before production
I don't eat pork.,جا کانتا تی وشابا,Ja kanta ty oshaba,,phrase,eating,Wikitravel Burushaski phrasebook,Nastaliq is heuristic from roman phrasebook text; review before production
I don't eat beef.,جا بووا چاپ وسچابا,Ja bowa chap oschaba,,phrase,eating,Wikitravel Burushaski phrasebook,Nastaliq is heuristic from roman phrasebook text; review before production
"Can you make it ""lite"", please?",جار کامان ار تہی نا,"Jar kaman ar thi na,",,phrase,eating,Wikitravel Burushaski phrasebook,Nastaliq is heuristic from roman phrasebook text; review before production; description: less oil/butter/lard
lunch,دوگوی مو خاپیک,Dugui mo xapik,,noun,eating,Wikitravel Burushaski phrasebook,Nastaliq is heuristic from roman phrasebook text; review before production
tea,چایے,Chaie,,noun,eating,Wikitravel Burushaski phrasebook,Nastaliq is heuristic from roman phrasebook text; review before production; description: meal
supper,بوت شوا,But shua,,noun,eating,Wikitravel Burushaski phrasebook,Nastaliq is heuristic from roman phrasebook text; review before production
I want.,اواجے,Awaje,,phrase,eating,Wikitravel Burushaski phrasebook,Nastaliq is heuristic from roman phrasebook text; review before production; description: blank placeholder removed
chicken,غارکاموتس,gharkamuts,مرغی,noun,eating,Wikitravel Burushaski phrasebook,Nastaliq is heuristic from roman phrasebook text; review before production
beef,بووا چاپ,Bowa Chap,,noun,eating,Wikitravel Burushaski phrasebook,Nastaliq is heuristic from roman phrasebook text; review before production
fish,چومو,chumo,مچھلی,noun,eating,Wikitravel Burushaski phrasebook,Nastaliq is heuristic from roman phrasebook text; review before production
sausage,بس ک بےیا,bs k beya,,noun,eating,Wikitravel Burushaski phrasebook,Nastaliq is heuristic from roman phrasebook text; review before production
cheese,بوروسخ,Burusx,,noun,eating,Wikitravel Burushaski phrasebook,Nastaliq is heuristic from roman phrasebook text; review before production
eggs,تینان,Tinan,,noun,eating,Wikitravel Burushaski phrasebook,Nastaliq is heuristic from roman phrasebook text; review before production
salad,سالاتین,Salatin,,noun,eating,Wikitravel Burushaski phrasebook,Nastaliq is heuristic from roman phrasebook text; review before production
vegetables,سابزی,Sabzi,,noun,eating,Wikitravel Burushaski phrasebook,Nastaliq is heuristic from roman phrasebook text; review before production; description: fresh
fruit,مےوا,Meva,پھل,noun,eating,Wikitravel Burushaski phrasebook,Nastaliq is heuristic from roman phrasebook text; review before production; description: fresh
bread,شاپیک,shapik,,noun,eating,Wikitravel Burushaski phrasebook,Nastaliq is heuristic from roman phrasebook text; review before production
toast,دووبلے روتی ا پاراتا,double roti a parata,,noun,eating,Wikitravel Burushaski phrasebook,Nastaliq is heuristic from roman phrasebook text; review before production
noodles,لاکشا,Laksha,,noun,eating,Wikitravel Burushaski phrasebook,Nastaliq is heuristic from roman phrasebook text; review before production
rice,براس,bras,چاول,noun,eating,Wikitravel Burushaski phrasebook,Nastaliq is heuristic from roman phrasebook text; review before production
beans,رابون,Raboon,,noun,eating,Wikitravel Burushaski phrasebook,Nastaliq is heuristic from roman phrasebook text; review before production
May I have a glass of?,گلاسس جوچا,glass jocha,,phrase,eating,Wikitravel Burushaski phrasebook,Nastaliq is heuristic from roman phrasebook text; review before production; description: blank placeholder removed
May I have a cup of?,کوپ جوچا,cup jocha,,phrase,eating,Wikitravel Burushaski phrasebook,Nastaliq is heuristic from roman phrasebook text; review before production; description: blank placeholder removed
tea,میناس,Minas,,noun,eating,Wikitravel Burushaski phrasebook,Nastaliq is heuristic from roman phrasebook text; review before production; description: drink
juice,چاموس,Chamos,,noun,eating,Wikitravel Burushaski phrasebook,Nastaliq is heuristic from roman phrasebook text; review before production
water,بیوری لوم چیلل,Biuri lum chill,پانی,noun,eating,Wikitravel Burushaski phrasebook,Nastaliq is heuristic from roman phrasebook text; review before production; description: bubbly
water,خہیلل,Xhill,پانی,noun,eating,Wikitravel Burushaski phrasebook,Nastaliq is heuristic from roman phrasebook text; review before production; description: still
beer,اراق,Araq,,noun,eating,Wikitravel Burushaski phrasebook,Nastaliq is heuristic from roman phrasebook text; review before production
red/white wine,مےلل,Mell,,phrase,eating,Wikitravel Burushaski phrasebook,Nastaliq is heuristic from roman phrasebook text; review before production
May I have some?,جار ک جوچوما,Jar k jochuma?,,phrase,eating,Wikitravel Burushaski phrasebook,Nastaliq is heuristic from roman phrasebook text; review before production; description: blank placeholder removed
salt,بایو,bayu,نمک,noun,eating,Wikitravel Burushaski phrasebook,Nastaliq is heuristic from roman phrasebook text; review before production
black pepper,کاکو ماریچو,Kako Maricho,,phrase,eating,Wikitravel Burushaski phrasebook,Nastaliq is heuristic from roman phrasebook text; review before production
butter,مالتہاش,malthash,,noun,eating,Wikitravel Burushaski phrasebook,Nastaliq is heuristic from roman phrasebook text; review before production
I'm finished.,پہاخ اتام ومین مار,Phax atam omin mar,,phrase,eating,Wikitravel Burushaski phrasebook,Nastaliq is heuristic from roman phrasebook text; review before production
It was delicious.,بوت ویام ن بیم,but oyam n bim,,phrase,eating,Wikitravel Burushaski phrasebook,Nastaliq is heuristic from roman phrasebook text; review before production
Please clear the plates.,پلاتے ین دال اتینا,plate in dal atina,,phrase,eating,Wikitravel Burushaski phrasebook,Nastaliq is heuristic from roman phrasebook text; review before production
"The check, please.",بارانا,barana,,phrase,eating,Wikitravel Burushaski phrasebook,Nastaliq is heuristic from roman phrasebook text; review before production
water,تسیل,tsil,پانی,noun,bars,Wikitravel Burushaski phrasebook,Nastaliq is heuristic from roman phrasebook text; review before production
How much is this?,گوسای بےروم ا بی,Gusay Berum A bi?,,phrase,shopping,Wikitravel Burushaski phrasebook,Nastaliq is heuristic from roman phrasebook text; review before production
expensive,مےنگا,menga,,noun,shopping,Wikitravel Burushaski phrasebook,Nastaliq is heuristic from roman phrasebook text; review before production
cheap,ساستا,sasta,,noun,shopping,Wikitravel Burushaski phrasebook,Nastaliq is heuristic from roman phrasebook text; review before production
I don't want it.,جاگا اواجی اپی,Jaga Awaji Api,,phrase,shopping,Wikitravel Burushaski phrasebook,Nastaliq is heuristic from roman phrasebook text; review before production
I'm not interested.,جا راے اپی,Ja rae api,,phrase,shopping,Wikitravel Burushaski phrasebook,Nastaliq is heuristic from roman phrasebook text; review before production
"OK, I'll take it.",شووا جا یایام گوسای,Shuwa ja yayam gusay,,phrase,shopping,Wikitravel Burushaski phrasebook,Nastaliq is heuristic from roman phrasebook text; review before production
I need...,جاغا اواجی,Jagha Awaji,,phrase,shopping,Wikitravel Burushaski phrasebook,Nastaliq is heuristic from roman phrasebook text; review before production
...soap.,سابون,saboon,,phrase,shopping,Wikitravel Burushaski phrasebook,Nastaliq is heuristic from roman phrasebook text; review before production
...a pen.,گیرمیناس,Girminas,,phrase,shopping,Wikitravel Burushaski phrasebook,Nastaliq is heuristic from roman phrasebook text; review before production
stop,زسات مانین,Zsat Manin,,noun,driving,Wikitravel Burushaski phrasebook,Nastaliq is heuristic from roman phrasebook text; review before production; description: on a street sign
one way,گانچی,Ganchi,,phrase,driving,Wikitravel Burushaski phrasebook,Nastaliq is heuristic from roman phrasebook text; review before production
I haven't done anything wrong.,جا بےسان کولی ایےتہابا,ja besan kuli ayethaba,,phrase,authority,Wikitravel Burushaski phrasebook,Nastaliq is heuristic from roman phrasebook text; review before production
Where are you taking me?,امالار اتسوچان,amalar atsuchan?,,phrase,authority,Wikitravel Burushaski phrasebook,Nastaliq is heuristic from roman phrasebook text; review before production
I am an American/Australian/British/Canadian citizen.,جے امےریکا-تسوم/اوسترالیا-تسوم/یوکےی-تسوم/کانادا-تسوم با,je america-tsum/australia-tsum/yookei-tsum/canada-tsum ba,,phrase,authority,Wikitravel Burushaski phrasebook,Nastaliq is heuristic from roman phrasebook text; review before production
I want to talk to a lawyer.,لاویار-ان اکا چاغا ےچابا,lawyar-an aka chagha echaba,,phrase,authority,Wikitravel Burushaski phrasebook,Nastaliq is heuristic from roman phrasebook text; review before production
Mother,امی,AMI,,noun,family,Wikitravel Burushaski phrasebook,Nastaliq is heuristic from roman phrasebook text; review before production; description: MY
Father,ایوو,AYOU,,noun,family,Wikitravel Burushaski phrasebook,Nastaliq is heuristic from roman phrasebook text; review before production; description: MY
Sister,ایاس,Ayas,,noun,family,Wikitravel Burushaski phrasebook,Nastaliq is heuristic from roman phrasebook text; review before production; description: MY
Brother using by male,اززو,Azzu,,phrase,family,Wikitravel Burushaski phrasebook,Nastaliq is heuristic from roman phrasebook text; review before production; description: MY
Sister using by female,اززو,Azzu,,phrase,family,Wikitravel Burushaski phrasebook,Nastaliq is heuristic from roman phrasebook text; review before production; description: My
tiger,سیر,SEER,شیر / چیتا,noun,animals,34412141-Buruso-Birkis-Burusho-Birkish.pdf,visual picture-label; page=14; Nastaliq is heuristic from roman book label
lion,سیر-ی بابور,SEER-I BABUR,شیر,noun,animals,34412141-Buruso-Birkis-Burusho-Birkish.pdf,visual picture-label; page=14; Nastaliq is heuristic from roman book label
cow,چاوانے بووا,CHAWANE BUWA,گائے,noun,animals,34412141-Buruso-Birkis-Burusho-Birkish.pdf,visual picture-label; page=14; Nastaliq is heuristic from roman book label
reindeer,گاواس,GAAWAAS,بارہ سنگھا,noun,animals,34412141-Buruso-Birkis-Burusho-Birkish.pdf,visual picture-label; page=14; Nastaliq is heuristic from roman book label
sheep,توگولی,TOGULI,بھیڑ,noun,animals,34412141-Buruso-Birkis-Burusho-Birkish.pdf,visual picture-label; page=14; Nastaliq is heuristic from roman book label
sheep,باسکارات,BASKARAT,بھیڑ,noun,animals,34412141-Buruso-Birkis-Burusho-Birkish.pdf,visual picture-label; page=14; Nastaliq is heuristic from roman book label
dog,داروک ہوک,DARUC HUK,کتا,noun,animals,34412141-Buruso-Birkis-Burusho-Birkish.pdf,visual picture-label; page=14; Nastaliq is heuristic from roman book label
rhinoceros,کارک,KARK,گینڈا,noun,animals,34412141-Buruso-Birkis-Burusho-Birkish.pdf,visual picture-label; page=14; Nastaliq is heuristic from roman book label
stag,گاواس,GAAWAAS,بارہ سنگھا,noun,animals,34412141-Buruso-Birkis-Burusho-Birkish.pdf,visual picture-label; page=16; Nastaliq is heuristic from roman book label
monkey,سادی,SADI,بندر,noun,animals,34412141-Buruso-Birkis-Burusho-Birkish.pdf,visual picture-label; page=16; Nastaliq is heuristic from roman book label
wolf,ورک,URK,بھیڑیا,noun,animals,34412141-Buruso-Birkis-Burusho-Birkish.pdf,visual picture-label; page=16; Nastaliq is heuristic from roman book label
jackal,گالجو,GAALJO,گیدڑ,noun,animals,34412141-Buruso-Birkis-Burusho-Birkish.pdf,visual picture-label; page=16; Nastaliq is heuristic from roman book label
zebra,قولا,QULA,زیبرا,noun,animals,34412141-Buruso-Birkis-Burusho-Birkish.pdf,visual picture-label; page=16; Nastaliq is heuristic from roman book label
kangaroo,کانگورو,KANGURU,کینگرو,noun,animals,34412141-Buruso-Birkis-Burusho-Birkish.pdf,visual picture-label; page=16; Nastaliq is heuristic from roman book label
fox,ہال,HAL,لومڑی,noun,animals,34412141-Buruso-Birkis-Burusho-Birkish.pdf,visual picture-label; page=16; Nastaliq is heuristic from roman book label
rabbit,سار,SAR,خرگوش,noun,animals,34412141-Buruso-Birkis-Burusho-Birkish.pdf,visual picture-label; page=16; Nastaliq is heuristic from roman book label
deer,یاتال,YATAL,ہرن,noun,animals,34412141-Buruso-Birkis-Burusho-Birkish.pdf,visual picture-label; page=16; Nastaliq is heuristic from roman book label
giraffe,وتبووا,UTBUWA,زرافہ,noun,animals,34412141-Buruso-Birkis-Burusho-Birkish.pdf,visual picture-label; page=16; Nastaliq is heuristic from roman book label
elephant,ہاستو,HASTO,ہاتھی,noun,animals,34412141-Buruso-Birkis-Burusho-Birkish.pdf,visual picture-label; page=16; Nastaliq is heuristic from roman book label
polar bear,قوتبی یان,QUTBI YAN,برفانی ریچھ,noun,animals,34412141-Buruso-Birkis-Burusho-Birkish.pdf,visual picture-label; page=17; Nastaliq is heuristic from roman book label
rat,گیرکیس,GIRKIS,چوہا,noun,animals,34412141-Buruso-Birkis-Burusho-Birkish.pdf,visual picture-label; page=17; Nastaliq is heuristic from roman book label
donkey,زاکون,ZAKUN,گدھا,noun,animals,34412141-Buruso-Birkis-Burusho-Birkish.pdf,visual picture-label; page=17; Nastaliq is heuristic from roman book label
horse,ہاگور,HAGUR,گھوڑا,noun,animals,34412141-Buruso-Birkis-Burusho-Birkish.pdf,visual picture-label; page=17; Nastaliq is heuristic from roman book label
camel,وت,UT,اونٹ,noun,animals,34412141-Buruso-Birkis-Burusho-Birkish.pdf,visual picture-label; page=17; Nastaliq is heuristic from roman book label
goat,چییر,CHIIR,بکری,noun,animals,34412141-Buruso-Birkis-Burusho-Birkish.pdf,visual picture-label; page=18; Nastaliq is heuristic from roman book label
cat,بوس,BUS,بلی,noun,animals,34412141-Buruso-Birkis-Burusho-Birkish.pdf,visual picture-label; page=18; Nastaliq is heuristic from roman book label
panda,پاندا,PANDA,پانڈا,noun,animals,34412141-Buruso-Birkis-Burusho-Birkish.pdf,visual picture-label; page=18; Nastaliq is heuristic from roman book label
ibex,گیری,GIRI,آئی بیکس / جنگلی بکری,noun,animals,34412141-Buruso-Birkis-Burusho-Birkish.pdf,visual picture-label; page=18; Nastaliq is heuristic from roman book label
ox,ہار,HAR,بیل,noun,animals,34412141-Buruso-Birkis-Burusho-Birkish.pdf,visual picture-label; page=19; Nastaliq is heuristic from roman book label
buffalo,ہییسماہییس,HIISMAHIIS,بھینس,noun,animals,34412141-Buruso-Birkis-Burusho-Birkish.pdf,visual picture-label; page=19; Nastaliq is heuristic from roman book label
squirrel,ریمیزیل,RIMIZIL,گلہری,noun,animals,34412141-Buruso-Birkis-Burusho-Birkish.pdf,visual picture-label; page=19; Nastaliq is heuristic from roman book label
cow,بووا,BUWA,گائے,noun,animals,34412141-Buruso-Birkis-Burusho-Birkish.pdf,visual picture-label; page=19; Nastaliq is heuristic from roman book label
tortoise,وزو,UZO,کچھوا,noun,animals,34412141-Buruso-Birkis-Burusho-Birkish.pdf,visual picture-label; page=19; Nastaliq is heuristic from roman book label
leopard,تا,TA,تیندوا,noun,animals,34412141-Buruso-Birkis-Burusho-Birkish.pdf,visual picture-label; page=20; Nastaliq is heuristic from roman book label
bear,یان,YAN,ریچھ,noun,animals,34412141-Buruso-Birkis-Burusho-Birkish.pdf,visual picture-label; page=20; Nastaliq is heuristic from roman book label
snake,تول,TOL,سانپ,noun,animals,34412141-Buruso-Birkis-Burusho-Birkish.pdf,visual picture-label; page=24; Nastaliq is heuristic from roman book label
sea lion,سامانداری سیر,SAMANDARI SEER,سمندری شیر,noun,animals,34412141-Buruso-Birkis-Burusho-Birkish.pdf,visual picture-label; page=24; Nastaliq is heuristic from roman book label
scorpion,جونگو,JUNGOO,بچھو,noun,animals,34412141-Buruso-Birkis-Burusho-Birkish.pdf,visual picture-label; page=24; Nastaliq is heuristic from roman book label
crab,ساراتان,SARATAAN,کیکڑا,noun,animals,34412141-Buruso-Birkis-Burusho-Birkish.pdf,visual picture-label; page=24; Nastaliq is heuristic from roman book label
centipede,کالتاس,KALTAS,کنکھجورا,noun,animals,34412141-Buruso-Birkis-Burusho-Birkish.pdf,visual picture-label; page=24; Nastaliq is heuristic from roman book label
octopus,ہاست-پا سادفا,HAST-PAA SADFA,آکٹوپس,noun,animals,34412141-Buruso-Birkis-Burusho-Birkish.pdf,visual picture-label; page=24; Nastaliq is heuristic from roman book label
frog,گورقون,GURQUN,مینڈک,noun,animals,34412141-Buruso-Birkis-Burusho-Birkish.pdf,visual picture-label; page=24; Nastaliq is heuristic from roman book label
starfish,اسقور-چومو,ASQUR-CHUMO,ستارہ مچھلی,noun,animals,34412141-Buruso-Birkis-Burusho-Birkish.pdf,visual picture-label; page=24; Nastaliq is heuristic from roman book label
crocodile,ماگارماچ,MAGARMACH,مگرمچھ,noun,animals,34412141-Buruso-Birkis-Burusho-Birkish.pdf,visual picture-label; page=25; Nastaliq is heuristic from roman book label
fish,ویوم چومو,UYUM CHUMO,مچھلی,noun,animals,34412141-Buruso-Birkis-Burusho-Birkish.pdf,visual picture-label; page=25; Nastaliq is heuristic from roman book label
toad,گورقون,GURQUN,ٹاڈ / مینڈک,noun,animals,34412141-Buruso-Birkis-Burusho-Birkish.pdf,visual picture-label; page=25; Nastaliq is heuristic from roman book label
turtle,سامانداری وزو,SAMANDARI UZO,سمندری کچھوا,noun,animals,34412141-Buruso-Birkis-Burusho-Birkish.pdf,visual picture-label; page=25; Nastaliq is heuristic from roman book label
chameleon,گیرگات,GIRGAT,گرگٹ,noun,animals,34412141-Buruso-Birkis-Burusho-Birkish.pdf,visual picture-label; page=25; Nastaliq is heuristic from roman book label
lizard,گارقاس,GARQAS,چھپکلی,noun,animals,34412141-Buruso-Birkis-Burusho-Birkish.pdf,visual picture-label; page=25; Nastaliq is heuristic from roman book label
mosquito,خیس,KHIS,مچھر,noun,animals,34412141-Buruso-Birkis-Burusho-Birkish.pdf,visual picture-label; page=26; Nastaliq is heuristic from roman book label
housefly,فین,FIN,مکھی,noun,animals,34412141-Buruso-Birkis-Burusho-Birkish.pdf,visual picture-label; page=26; Nastaliq is heuristic from roman book label
sea horse,سامانداری ہاگور,SAMANDARI HAGUR,سمندری گھوڑا,noun,animals,34412141-Buruso-Birkis-Burusho-Birkish.pdf,visual picture-label; page=26; Nastaliq is heuristic from roman book label
prawn,جہینگا,JHINGA,جھینگا,noun,animals,34412141-Buruso-Birkis-Burusho-Birkish.pdf,visual picture-label; page=26; Nastaliq is heuristic from roman book label
lobster,جہینگا چومو,JHINGA CHUMO,لابسٹر,noun,animals,34412141-Buruso-Birkis-Burusho-Birkish.pdf,visual picture-label; page=26; Nastaliq is heuristic from roman book label
worm,ہان ویوم گالگووان,HAN UYUM GALGUWAN,کیڑا,noun,animals,34412141-Buruso-Birkis-Burusho-Birkish.pdf,visual picture-label; page=26; Nastaliq is heuristic from roman book label
snail,غوونگا,GHUUNGAA,گھونگا,noun,animals,34412141-Buruso-Birkis-Burusho-Birkish.pdf,visual picture-label; page=27; Nastaliq is heuristic from roman book label
bumblebee,ماچییے دوندو,MACHIYE DUNDU,بھونرا,noun,animals,34412141-Buruso-Birkis-Burusho-Birkish.pdf,visual picture-label; page=27; Nastaliq is heuristic from roman book label
grasshopper,سیقاو لوم تراقو,SIQAW LUM TRAQO,ٹڈا,noun,animals,34412141-Buruso-Birkis-Burusho-Birkish.pdf,visual picture-label; page=27; Nastaliq is heuristic from roman book label
butterfly,ہولالاس,HOOLALAS,تتلی,noun,animals,34412141-Buruso-Birkis-Burusho-Birkish.pdf,visual picture-label; page=27; Nastaliq is heuristic from roman book label
spider,فیرانے فاسک,FIRANE FASK,مکڑی,noun,animals,34412141-Buruso-Birkis-Burusho-Birkish.pdf,visual picture-label; page=27; Nastaliq is heuristic from roman book label
honeybee,ماچییے دوندو,MACHIYE DUNDU,شہد کی مکھی,noun,animals,34412141-Buruso-Birkis-Burusho-Birkish.pdf,visual picture-label; page=28; Nastaliq is heuristic from roman book label
ladybird,بیلاسمو گیلی,BILASMO GILI,لیڈی برڈ,noun,animals,34412141-Buruso-Birkis-Burusho-Birkish.pdf,visual picture-label; page=28; Nastaliq is heuristic from roman book label
dragonfly,خانیمو جووکو,KHANIMO JUUKO,ڈریگن فلائی,noun,animals,34412141-Buruso-Birkis-Burusho-Birkish.pdf,visual picture-label; page=28; Nastaliq is heuristic from roman book label
flea,خین,KHIN,پسو,noun,animals,34412141-Buruso-Birkis-Burusho-Birkish.pdf,visual picture-label; page=28; Nastaliq is heuristic from roman book label
louse,خاروو,KHARUU,جوں,noun,animals,34412141-Buruso-Birkis-Burusho-Birkish.pdf,visual picture-label; page=28; Nastaliq is heuristic from roman book label
firefly,فو-فین,FU-FIN,جگنو,noun,animals,34412141-Buruso-Birkis-Burusho-Birkish.pdf,visual picture-label; page=28; Nastaliq is heuristic from roman book label
skylark,تییرو,TIIRO,چنڈول,noun,birds,34412141-Buruso-Birkis-Burusho-Birkish.pdf,visual picture-label; page=29; Nastaliq is heuristic from roman book label
cock,ہیر قارقاموک,HIR QARQAAMUC,مرغا,noun,birds,34412141-Buruso-Birkis-Burusho-Birkish.pdf,visual picture-label; page=29; Nastaliq is heuristic from roman book label
